ANO,TRIMESTRE,DEPARTAMENTO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACION DANE,No. INSTITUCIONES
2020,2,SANTANDER,CONCEPCION,135,5757,6
2020,2,CALDAS,PALESTINA,965,15681,16
2020,2,CORDOBA,COTORRA,402,19549,20
2018,2,CAUCA,CALOTO,0,30181,31
2017,4,BOYACA,BOAVITA,0,6760,7
2020,2,NORTE DE SANTANDER,LOURDES,132,4191,5
2017,3,NORTE DE SANTANDER,VILLA DEL ROSARIO,0,92661,93
2017,4,VAUPES,YAVARATE,0,1231,2
2017,3,VALLE DEL CAUCA,CAICEDONIA,0,29629,30
2018,2,CORDOBA,BUENAVISTA,0,21078,22
2017,4,VALLE DEL CAUCA,VIJES,0,11276,12
2017,4,ANTIOQUIA,CISNEROS,0,8932,9
2017,3,CUNDINAMARCA,CACHIPAY,0,9788,10
2020,1,CASANARE,YOPAL,31413,177688,179
2020,2,ANTIOQUIA,COCORNA,712,14833,15
2017,4,BOLIVAR,SAN MARTIN DE LOBA,0,18079,18
2017,3,NORTE DE SANTANDER,SARDINATA,0,22608,23
2018,2,BOYACA,SANTA MARIA,0,3559,4
2017,4,SANTANDER,GUACA,0,6296,6
2017,4,SANTANDER,AGUADA,0,1800,3
2017,4,ANTIOQUIA,NECOCLI,0,65663,66
2017,3,NORTE DE SANTANDER,SAN CAYETANO,0,5649,6
2020,2,NARI�O,SAN PEDRO DE CARTAGO,14,6820,7
2018,1,BOLIVAR,SAN JACINTO,0,23913,25
2020,2,MAGDALENA,SANTA ANA,29,26075,27
2018,1,SANTANDER,ALBANIA,0,4129,5
2020,2,ANTIOQUIA,ENTRERRIOS,1608,11728,12
2018,1,BOYACA,CUBARA,0,10319,11
2020,2,SANTANDER,SANTA HELENA DEL OPON,13,3411,4
2020,2,TOLIMA,VALLE DE SAN JUAN,28,5360,6
2017,4,CUNDINAMARCA,VIOTA,0,13339,14
2018,2,ANTIOQUIA,CIUDAD BOLIVAR,0,26118,27
2018,2,CESAR,PELAYA,0,20683,21
2018,1,GUAINIA,INIRIDA,0,31514,32
2018,1,SUCRE,PALMITO,0,14114,15
2017,3,HUILA,PITALITO,0,130716,132
2017,3,CAUCA,INZA,0,31701,32
2020,2,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,22,20696,21
2018,1,AMAZONAS,LA CHORRERA,0,2967,4
2017,3,BOYACA,PISBA,0,1303,1
2017,4,BOYACA,SAMACA,0,20330,20
2018,1,HUILA,GUADALUPE,0,17890,18
2018,1,ANTIOQUIA,SABANALARGA,0,9032,10
2017,4,CUNDINAMARCA,GACHANCIPA,0,15223,16
2017,3,NORTE DE SANTANDER,OCA�A,0,99741,100
2017,3,SANTANDER,AGUADA,0,1800,2
2018,2,VICHADA,PUERTO CARRE�O,0,20936,21
2017,3,ANTIOQUIA,MEDELLIN,0,2508452,2509
2018,2,ATLANTICO,JUAN DE ACOSTA,0,20999,21
2019,4,SANTANDER,SAN GIL,7854,58032,58
2018,1,BOYACA,TUNJA,0,172548,173
2017,4,SANTANDER,CABRERA,0,2356,3
2018,2,BOLIVAR,ALTOS DEL ROSARIO,0,10972,12
2017,4,CORDOBA,CERETE,0,93039,94
2018,2,ANTIOQUIA,CAREPA,0,47932,48
2018,1,TOLIMA,DOLORES,0,8359,9
2017,4,TOLIMA,SUAREZ,0,4553,5
2017,3,SANTANDER,LEBRIJA,0,40252,41
2017,3,AMAZONAS,LA VICTORIA,0,1127,1
2020,2,CHOCO,EL LITORAL DEL SAN JUAN,49,22890,24
2018,1,CUNDINAMARCA,LA VEGA,0,16986,18
2020,2,ANTIOQUIA,SANTA ROSA DE OSOS,4279,37869,38
2020,2,CAUCA,SAN SEBASTIAN,16,11062,11
2017,3,SUCRE,SAN LUIS DE SINCE,0,34342,35
2017,3,VAUPES,PACOA,0,5980,6
2018,1,META,PUERTO LOPEZ,0,30399,31
2017,3,VALLE DEL CAUCA,EL AGUILA,0,11164,11
2018,2,CUNDINAMARCA,PACHO,0,24413,24
2018,2,BOYACA,CAMPOHERMOSO,0,3121,3
2018,1,SANTANDER,OIBA,0,10800,11
2017,3,ANTIOQUIA,ITUANGO,0,20273,21
2018,2,CUNDINAMARCA,VERGARA,0,6847,7
2018,2,NARI�O,ROBERTO PAYAN,0,12667,13
2018,2,SANTANDER,CERRITO,0,6729,8
2020,2,CUNDINAMARCA,FOMEQUE,170,12803,14
2020,2,CUNDINAMARCA,GUAYABETAL,233,6744,8
2017,4,BOLIVAR,SAN PABLO,0,34795,36
2018,2,VAUPES,MITU,0,29850,30
2020,2,NORTE DE SANTANDER,SILOS,48,6546,7
2018,1,BOYACA,SOTAQUIRA,0,8162,9
2017,3,TOLIMA,ATACO,0,22669,23
2017,4,CORDOBA,MONTERIA,0,453931,454
2018,2,SAN ANDRES Y PROVIDENCIA,SAN ANDRES,0,55291,56
2017,4,CUNDINAMARCA,JERUSALEN,0,2672,4
2018,2,QUINDIO,CIRCASIA,0,28162,29
2017,4,CORDOBA,TUCH�N,0,39511,40
2018,4,META,VILLAVICENCIO,91713,531275,532
2018,1,ANTIOQUIA,TITIRIBI,0,10775,11
2018,1,SUCRE,LA UNION,0,12349,13
2017,3,HUILA,AGRADO,0,9168,10
2018,2,BOLIVAR,SAN MARTIN DE LOBA,0,14774,15
2018,2,CASANARE,VILLANUEVA,0,35305,36
2017,4,CHOCO,NUQUI,0,8775,10
2020,2,VALLE DEL CAUCA,EL AGUILA,75,8562,9
2017,3,BOYACA,TIBASOSA,0,14333,14
2018,2,BOYACA,GUAYATA,0,3400,3
2017,3,BOYACA,PAUNA,0,10811,12
2018,2,QUINDIO,BUENAVISTA,0,3095,4
2020,2,ANTIOQUIA,SANTA BARBARA,2025,27186,27
2020,2,SUCRE,SAN MARCOS,1591,60566,61
2020,2,BOYACA,CUBARA,48,10750,11
2018,2,CASANARE,RECETOR,0,1634,2
2020,2,MAGDALENA,PEDRAZA,13,9290,10
2018,1,SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,0,5989,7
2017,3,CAUCA,PAEZ,0,35871,36
2017,4,ANTIOQUIA,ANGOSTURA,0,11139,12
2017,4,CUNDINAMARCA,TOCAIMA,0,18601,19
2020,2,CHOCO,BAHIA SOLANO,879,10279,11
2017,4,CASANARE,OROCUE,0,8389,9
2017,3,ANTIOQUIA,ARGELIA,0,8426,9
2020,2,CUNDINAMARCA,SUESCA,252,18741,19
2018,2,BOYACA,BOYACA,0,5089,5
2018,1,TOLIMA,SAN LUIS,0,13553,14
2018,2,CAQUETA,MORELIA,0,3698,4
2018,1,SUCRE,SAMPUES,0,46455,47
2018,1,SANTANDER,ENCINO,0,2552,3
2018,1,ANTIOQUIA,CAROLINA,0,3954,5
2020,2,SUCRE,SAN JUAN DE BETULIA,88,14191,14
2020,1,BOYACA,PAIPA,4249,34679,35
2018,2,VALLE DEL CAUCA,CANDELARIA,0,91825,93
2018,2,TOLIMA,PURIFICACION,0,23536,24
2017,3,CALDAS,SAMANA,0,25789,27
2018,1,HUILA,ALGECIRAS,0,22481,23
2020,2,CAQUETA,CURILLO,26,7772,8
2018,1,CHOCO,CERTEGUI,0,5635,6
2018,2,BOYACA,MARIPI,0,5741,6
2018,2,ANTIOQUIA,SANTA BARBARA,0,26784,27
2017,4,ANTIOQUIA,VEGACHI,0,9108,10
2018,2,NARI�O,LA LLANADA,0,6492,7
2018,1,CHOCO,EL CANTON DEL SAN PABLO,0,6116,7
2018,2,META,CASTILLA LA NUEVA,0,14300,15
2017,3,BOYACA,OTANCHE,0,10681,11
2020,2,BOLIVAR,SAN PABLO,436,28741,29
2020,2,CAUCA,BALBOA,25,21437,22
2018,1,CORDOBA,VALENCIA,0,35694,36
2020,2,ANTIOQUIA,SAN JUAN DE URABA,755,20950,22
2018,2,CESAR,LA PAZ,0,27759,28
2018,2,TOLIMA,LERIDA,0,18574,19
2020,2,ANTIOQUIA,BETANIA,640,10284,11
2017,4,SANTANDER,CHARTA,0,2592,3
2020,2,NORTE DE SANTANDER,PAMPLONITA,63,5793,6
2018,1,BOYACA,SANTANA,0,7565,8
2020,2,MAGDALENA,PLATO,1249,64017,65
2018,2,CALDAS,SUPIA,0,28642,29
2018,1,CESAR,GONZALEZ,0,4379,5
2020,2,BOLIVAR,MARIA LA BAJA,453,48457,49
2018,1,MAGDALENA,TENERIFE,0,13236,13
2020,2,VALLE DEL CAUCA,SEVILLA,3815,41153,41
2018,2,LA GUAJIRA,SAN JUAN DEL CESAR,0,46953,48
2018,2,ANTIOQUIA,BARBOSA,0,51969,52
2018,2,CALDAS,FILADELFIA,0,11451,12
2018,2,CUNDINAMARCA,CHIA,0,132181,132
2020,2,CALDAS,ANSERMA,2151,36691,37
2017,3,ANTIOQUIA,TAMESIS,0,14391,15
2018,2,NARI�O,ARBOLEDA,0,8443,9
2017,3,BOYACA,CHISCAS,0,4094,4
2017,3,CORDOBA,CANALETE,0,22542,23
2018,2,SANTANDER,JORDAN,0,1314,2
2018,2,TOLIMA,ALVARADO,0,8697,9
2020,2,VALLE DEL CAUCA,EL CAIRO,188,6506,7
2018,2,SUCRE,OVEJAS,0,22871,23
2017,4,VALLE DEL CAUCA,BOLIVAR,0,13131,14
2018,1,BOLIVAR,MONTECRISTO,0,16389,17
2018,2,SANTANDER,GsEPSA,0,5114,6
2018,1,ANTIOQUIA,CAUCASIA,0,90213,90
2017,4,SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,0,5174,6
2017,4,CAQUETA,PUERTO RICO,0,33543,34
2017,4,CAUCA,BALBOA,0,26005,26
2020,2,CAUCA,MORALES,204,40084,40
2017,4,META,ACACIAS,0,72048,73
2017,3,ANTIOQUIA,SAN JUAN DE URABA,0,26146,26
2017,4,ANTIOQUIA,JARDIN,0,13596,14
2017,3,BOYACA,SUTATENZA,0,3988,5
2017,3,CAQUETA,SOLANO,0,24603,25
2018,1,TOLIMA,VALLE DE SAN JUAN,0,5345,6
2018,1,SUCRE,GALERAS,0,21982,22
2018,2,ANTIOQUIA,SAN JUAN DE URABA,0,20093,21
2017,3,CUNDINAMARCA,RICAURTE,0,9711,11
2017,3,BOLIVAR,ACHI,0,23851,24
2017,3,SANTANDER,ARATOCA,0,8291,9
2020,2,VAUPES,PAPUNAUA,0,776,1
2017,4,CASANARE,TAMARA,0,7034,8
2018,1,BOLIVAR,TIQUISIO,0,18035,18
2017,4,ANTIOQUIA,GUATAPE,0,5167,6
2018,1,CUNDINAMARCA,SESQUILE,0,11423,12
2018,1,ATLANTICO,MANATI,0,19808,20
2017,3,TOLIMA,CUNDAY,0,9544,10
2018,1,VALLE DEL CAUCA,JAMUNDI,0,159877,161
2018,2,TOLIMA,CUNDAY,0,8745,10
2018,2,CUNDINAMARCA,TOCANCIPA,0,39996,41
2020,2,ANTIOQUIA,SANTAFE DE ANTIOQUIA,2960,27002,28
2018,1,SANTANDER,MATANZA,0,4976,6
2017,4,PUTUMAYO,MOCOA,0,43731,44
2017,3,NORTE DE SANTANDER,LA ESPERANZA,0,12240,13
2017,4,GUAINIA,BARRANCO MINAS,0,4944,5
2020,2,GUAINIA,PUERTO COLOMBIA,0,1984,2
2018,1,ANTIOQUIA,LIBORINA,0,10028,11
2018,1,NORTE DE SANTANDER,BUCARASICA,0,6248,7
2020,2,NARI�O,POLICARPA,49,9779,10
2020,2,CALDAS,SAMANA,395,19967,20
2017,3,TOLIMA,RIOBLANCO,0,24345,25
2018,2,SANTANDER,SAN JOSE DE MIRANDA,0,4367,4
2018,1,CALDAS,VICTORIA,0,10157,11
2018,2,NARI�O,IMUES,0,7657,8
2018,1,CALDAS,LA DORADA,0,71905,73
2017,3,CESAR,VALLEDUPAR,0,473251,474
2018,1,CAQUETA,CARTAGENA DEL CHAIRA,0,30399,31
2020,2,BOYACA,GsICAN,24,4301,5
2017,3,CUNDINAMARCA,COGUA,0,23214,23
2020,2,SANTANDER,EL CARMEN DE CHUCURI,39,21820,23
2017,4,SANTANDER,SAN BENITO,0,4007,5
2017,4,ANTIOQUIA,BETANIA,0,9079,9
2017,4,BOYACA,TUNUNGUA,0,1883,2
2017,4,HUILA,AIPE,0,27669,28
2018,2,SANTANDER,CALIFORNIA,0,2130,2
2017,3,CALDAS,VITERBO,0,12414,13
2018,2,SUCRE,LA UNION,0,12349,12
2018,2,CUNDINAMARCA,TOPAIPI,0,4139,5
2018,1,HUILA,GARZON,0,72382,72
2017,4,MAGDALENA,ARACATACA,0,40386,41
2017,4,BOYACA,EL ESPINO,0,4214,5
2020,2,CALDAS,LA DORADA,8373,74006,75
2017,4,ANTIOQUIA,TITIRIBI,0,14602,15
2020,2,ANTIOQUIA,CONCEPCION,320,4758,6
2017,4,NARI�O,PUERRES,0,8259,9
2020,2,CORDOBA,PUERTO ESCONDIDO,259,24364,25
2017,4,AMAZONAS,LA CHORRERA,0,3988,5
2017,4,GUAINIA,INIRIDA,0,20147,21
2018,1,HUILA,ALTAMIRA,0,4275,5
2018,2,ANTIOQUIA,YONDO,0,19040,20
2018,2,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,0,11870,12
2017,4,ANTIOQUIA,CONCEPCION,0,3284,4
2018,1,ANTIOQUIA,SANTO DOMINGO,0,12394,13
2020,2,VALLE DEL CAUCA,TRUJILLO,792,18982,20
2018,1,BOYACA,TOTA,0,5179,5
2018,1,GUAVIARE,EL RETORNO,0,13653,14
2018,2,NORTE DE SANTANDER,CACOTA,0,2781,4
2018,1,HUILA,VILLAVIEJA,0,7288,8
2017,4,SANTANDER,CURITI,0,11980,13
2017,4,NARI�O,SAPUYES,0,6124,6
2017,4,VALLE DEL CAUCA,TORO,0,16533,17
2020,2,ARAUCA,PUERTO RONDON,27,4919,5
2017,4,AMAZONAS,PUERTO ARICA,0,1330,2
2018,1,ANTIOQUIA,JERICO,0,13640,14
2017,3,CUNDINAMARCA,LA VEGA,0,14413,14
2017,3,META,GRANADA,0,64695,65
2020,2,QUINDIO,GENOVA,102,7447,8
2020,1,META,BARRANCA DE UPIA,739,6578,7
2017,3,NARI�O,LA FLORIDA,0,9368,10
2018,1,META,PUERTO CONCORDIA,0,8390,9
2018,1,SANTANDER,SABANA DE TORRES,0,33055,34
2017,3,RISARALDA,MISTRATO,0,16454,17
2017,3,META,CASTILLA LA NUEVA,0,10194,11
2017,3,CUNDINAMARCA,FUNZA,0,78146,78
2017,3,ANTIOQUIA,LIBORINA,0,9558,10
2018,2,SANTANDER,SAN ANDRES,0,8683,9
2017,3,VAUPES,TARAIRA,0,960,1
2020,2,NORTE DE SANTANDER,TIBU,1874,58721,59
2017,3,SANTANDER,SUAITA,0,10142,11
2017,4,CUNDINAMARCA,PULI,0,3024,4
2018,1,SANTANDER,CABRERA,0,1937,2
2018,1,ATLANTICO,BARRANQUILLA,0,1206319,1207
2017,4,SUCRE,SINCELEJO,0,282868,284
2018,2,NORTE DE SANTANDER,LA PLAYA,0,7582,8
2017,4,MAGDALENA,CONCORDIA,0,9296,10
2020,2,RISARALDA,BELEN DE UMBRIA,1022,24708,26
2017,4,CASANARE,YOPAL,0,146202,147
2017,3,BOLIVAR,MARGARITA,0,10059,11
2017,4,SANTANDER,LEBRIJA,0,40252,40
2017,4,HUILA,TERUEL,0,8838,9
2017,4,CESAR,LA PAZ,0,22929,23
2017,3,PUTUMAYO,SAN MIGUEL,0,27707,28
2017,3,CESAR,SAN ALBERTO,0,25603,26
2017,4,BOYACA,SOCOTA,0,7739,8
2018,1,CAQUETA,PUERTO RICO,0,26517,27
2017,4,CASANARE,TAURAMENA,0,23387,24
2018,1,ANTIOQUIA,SAN VICENTE,0,22093,22
2017,3,SUCRE,GALERAS,0,20854,21
2018,1,SANTANDER,BOLIVAR,0,11287,12
2020,2,CAQUETA,PUERTO RICO,957,26282,27
2018,2,NARI�O,OSPINA,0,7105,8
2017,3,CUNDINAMARCA,CHOCONTA,0,26562,27
2020,2,CHOCO,BAGADO,23,11262,12
2020,2,SANTANDER,SANTA BARBARA,21,2448,3
2018,2,ARAUCA,CRAVO NORTE,0,3925,5
2020,2,BOYACA,SAN PABLO DE BORBUR,58,6716,8
2017,4,BOYACA,LA CAPILLA,0,2450,3
2018,1,PUTUMAYO,PUERTO CAICEDO,0,16095,17
2017,4,NARI�O,SANTACRUZ,0,29963,30
2018,2,BOLIVAR,SAN ESTANISLAO,0,18251,18
2018,1,TOLIMA,ATACO,0,19330,20
2017,4,ANTIOQUIA,ANGELOPOLIS,0,9216,10
2017,3,TOLIMA,ESPINAL,0,76056,76
2018,1,CORDOBA,PUERTO LIBERTADOR,0,41873,42
2018,2,CALDAS,SALAMINA,0,19467,20
2018,2,ANTIOQUIA,MONTEBELLO,0,6680,7
2017,3,BOYACA,CUCAITA,0,4689,5
2020,1,BOYACA,MOTAVITA,37,5703,6
2019,3,VALLE DEL CAUCA,YOTOCO,1204,16117,17
2020,1,HUILA,OPORAPA,111,11920,12
2020,1,HUILA,NEIVA,80473,364408,365
2020,1,CHOCO,ISTMINA,2605,30806,32
2020,1,BOYACA,CHITARAQUE,20,5865,6
2019,2,META,ACACIAS,11950,90124,91
2019,2,HUILA,ACEVEDO,967,25046,25
2019,4,VALLE DEL CAUCA,CANDELARIA,9148,93183,94
2019,2,RISARALDA,LA CELIA,333,7448,8
2019,2,VALLE DEL CAUCA,CALIMA,454,18171,18
2019,2,PUTUMAYO,PUERTO ASIS,8438,66084,67
2019,4,VALLE DEL CAUCA,GUACARI,3275,33405,34
2020,1,VALLE DEL CAUCA,PALMIRA,65658,354285,355
2020,1,VALLE DEL CAUCA,GINEBRA,1659,23046,24
2019,2,VALLE DEL CAUCA,GINEBRA,453,22908,23
2019,2,HUILA,ELIAS,9,4257,5
2020,1,BOYACA,GUATEQUE,307,10904,12
2020,1,BOYACA,VENTAQUEMADA,107,16093,17
2020,1,ANTIOQUIA,BARBOSA,6123,54347,54
2020,1,BOYACA,CHIVATA,23,2834,4
2020,1,BOYACA,TUTA,293,8461,9
2019,3,VALLE DEL CAUCA,EL CERRITO,6045,56835,57
2020,1,VALLE DEL CAUCA,YUMBO,17752,110069,110
2019,2,CUNDINAMARCA,FUSAGASUGA,28071,146556,147
2019,4,VALLE DEL CAUCA,EL CERRITO,6601,56835,57
2020,1,ANTIOQUIA,PUERTO BERRIO,3325,40713,41
2020,1,ANTIOQUIA,SABANETA,35460,87981,88
2019,2,HUILA,PITALITO,13549,126682,127
2019,2,NARI�O,SAN ANDRES DE TUMACO,4666,255783,256
2019,2,HUILA,GARZON,5680,73292,74
2019,2,CAUCA,GUACHENE,9,19850,21
2020,1,BOYACA,COMBITA,154,13280,14
2019,2,VALLE DEL CAUCA,YOTOCO,1249,16117,16
2019,2,VALLE DEL CAUCA,YUMBO,16828,108889,110
2020,1,TOLIMA,ARMERO,715,12038,13
2019,3,VALLE DEL CAUCA,CANDELARIA,9228,93183,94
2019,4,VALLE DEL CAUCA,PRADERA,4120,47918,48
2019,2,VALLE DEL CAUCA,PRADERA,3970,47918,48
2020,1,SANTANDER,CIMITARRA,1052,34403,35
2020,1,BOYACA,SORA,36,3077,4
2019,2,HUILA,HOBO,47,7335,8
2019,2,PUTUMAYO,MOCOA,3850,57716,58
2020,1,BOYACA,VILLA DE LEYVA,1474,16973,17
2020,1,BOYACA,TOCA,83,8893,9
2019,1,HUILA,OPORAPA,44,11779,12
2019,2,NARI�O,PASTO,80272,392748,393
2019,2,PUTUMAYO,ORITO,1650,38244,39
2019,2,HUILA,PALESTINA,6,11282,11
2020,1,TOLIMA,COELLO,36,8320,8
2020,1,BOYACA,CUCAITA,40,3787,4
2019,3,VALLE DEL CAUCA,GUACARI,2749,33405,34
2019,2,PUTUMAYO,VALLE DEL GUAMUEZ,586,34082,35
2020,1,BOYACA,SANTA SOFIA,30,3212,4
2019,3,VALLE DEL CAUCA,PRADERA,3980,47918,49
2019,2,CALDAS,ANSERMA,1910,36405,37
2020,1,CAUCA,LOPEZ,117,18932,19
2020,1,CAUCA,GUACHENE,16,20020,21
2019,3,VALLE DEL CAUCA,PALMIRA,64279,352016,352
2019,3,VALLE DEL CAUCA,GUADALAJARA DE BUGA,22402,128316,129
2020,1,ANTIOQUIA,COCORNA,681,14833,16
2019,2,VALLE DEL CAUCA,GUADALAJARA DE BUGA,22117,128316,129
2020,1,VALLE DEL CAUCA,EL CERRITO,6999,57133,57
2020,1,BOYACA,SACHICA,49,5677,6
2020,1,VALLE DEL CAUCA,GUADALAJARA DE BUGA,22307,128945,129
2020,1,BOYACA,GUAYATA,21,3391,4
2020,1,CUNDINAMARCA,BOJACA,125,11092,11
2019,3,CAUCA,MIRANDA,362,31733,32
2020,1,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,4578,46911,48
2019,2,PUTUMAYO,VILLAGARZON,295,23873,24
2019,4,VALLE DEL CAUCA,YOTOCO,1044,16117,17
2019,4,CAUCA,GUACHENE,14,19850,20
2019,2,VALLE DEL CAUCA,CANDELARIA,9959,93183,94
2020,1,VALLE DEL CAUCA,PRADERA,4116,48165,49
2020,1,VALLE DEL CAUCA,CANDELARIA,9546,94211,95
2020,1,CHOCO,EL LITORAL DEL SAN JUAN,60,22890,23
2020,1,CAUCA,MIRANDA,357,32082,32
2019,4,VALLE DEL CAUCA,GINEBRA,1757,22908,23
2020,1,CUNDINAMARCA,MACHETA,49,6278,6
2020,1,BOYACA,SAMACA,536,18818,19
2020,1,VALLE DEL CAUCA,GUACARI,3246,33578,34
2019,2,HUILA,SALADOBLANCO,8,10502,11
2019,3,CAUCA,GUACHENE,14,19850,20
2019,2,VALLE DEL CAUCA,GUACARI,2712,33405,34
2019,2,CAUCA,SANTA ROSA,47,5354,6
2020,1,CUNDINAMARCA,MOSQUERA,33453,150665,152
2019,3,VALLE DEL CAUCA,YUMBO,16963,108889,109
2020,1,BOYACA,RAQUIRA,58,8028,9
2020,1,BOYACA,SOTAQUIRA,190,8305,8
2019,2,CAUCA,PIAMONTE,45,9004,9
2020,1,BOYACA,TUNJA,45561,179263,179
2019,3,VALLE DEL CAUCA,CALI,493316,2241491,2242
2019,2,CAUCA,MIRANDA,903,31733,32
2019,3,VALLE DEL CAUCA,GINEBRA,470,22908,23
2019,2,PUTUMAYO,PUERTO GUZMAN,70,36052,37
2020,1,VALLE DEL CAUCA,YOTOCO,1009,16197,16
2019,2,HUILA,TIMANA,70,21921,22
2020,1,TOLIMA,ESPINAL,10528,71015,72
2019,2,HUILA,SAN AGUSTIN,893,33391,33
2020,1,BOYACA,SOMONDOCO,15,2880,4
2019,4,VALLE DEL CAUCA,YUMBO,17141,108889,109
2019,2,PUTUMAYO,SAN MIGUEL,37,19119,19
2020,1,CUNDINAMARCA,EL ROSAL,561,24768,25
2020,1,BOYACA,OICATA,53,2890,3
2020,1,ANTIOQUIA,SANTAFE DE ANTIOQUIA,2871,27002,27
2019,4,VALLE DEL CAUCA,GUADALAJARA DE BUGA,21803,128316,129
2019,4,VALLE DEL CAUCA,PALMIRA,63497,352016,353
2020,1,BOYACA,SORACA,62,6068,7
2020,1,ANTIOQUIA,AMALFI,1424,27071,28
2020,1,CHOCO,BAHIA SOLANO,999,10279,11
2020,1,CHOCO,NUQUI,84,16642,17
2020,1,BOYACA,BELEN,139,7532,8
2020,1,ANTIOQUIA,PUERTO TRIUNFO,2028,18970,19
2020,1,CUNDINAMARCA,FACATATIVA,19761,155978,156
2019,2,VALLE DEL CAUCA,CALI,484226,2241491,2242
2019,2,CALDAS,RIOSUCIO,2464,51371,52
2019,4,CAUCA,MIRANDA,289,31733,32
2019,2,VALLE DEL CAUCA,EL CERRITO,5960,56835,58
2019,2,VALLE DEL CAUCA,PALMIRA,62851,352016,353
2017,3,SANTANDER,RIONEGRO,0,26680,28
2018,1,ANTIOQUIA,SAN PEDRO DE URABA,0,30932,31
2020,2,CORDOBA,PURISIMA,53,17587,18
2017,3,ANTIOQUIA,HISPANIA,0,4879,5
2018,2,BOLIVAR,EL GUAMO,0,8647,9
2017,4,TOLIMA,ICONONZO,0,10801,11
2020,2,HUILA,YAGUARA,384,7824,8
2020,2,TOLIMA,FRESNO,395,31191,32
2017,3,ANTIOQUIA,ANDES,0,46621,47
2020,2,CUNDINAMARCA,SUTATAUSA,87,6441,7
2018,1,ANTIOQUIA,FREDONIA,0,24408,25
2017,4,BOYACA,TINJACA,0,3042,3
2017,4,NORTE DE SANTANDER,HERRAN,0,3960,5
2017,3,CHOCO,UNION PANAMERICANA,0,9904,10
2018,4,META,LEJANIAS,187,11463,12
2018,1,META,MAPIRIPAN,0,7007,8
2018,1,BOYACA,CALDAS,0,3143,4
2020,2,META,LA MACARENA,607,28052,29
2018,2,CASANARE,SABANALARGA,0,3625,4
2020,2,ATLANTICO,JUAN DE ACOSTA,770,22752,23
2018,1,CUNDINAMARCA,YACOPI,0,12322,13
2018,2,ANTIOQUIA,TAMESIS,0,16281,17
2017,3,SUCRE,LA UNION,0,11362,12
2017,3,ANTIOQUIA,DABEIBA,0,23176,24
2017,4,BOLIVAR,SIMITI,0,20902,21
2017,4,MAGDALENA,CERRO SAN ANTONIO,0,7768,8
2017,4,ANTIOQUIA,TARSO,0,7955,9
2018,1,BOYACA,SACHICA,0,5452,6
2020,2,MAGDALENA,SITIONUEVO,32,29159,30
2018,2,CASANARE,MANI,0,17211,17
2017,3,NARI�O,NARI�O,0,5002,5
2017,4,NORTE DE SANTANDER,ARBOLEDAS,0,8958,10
2018,2,CAUCA,MIRANDA,0,31360,32
2018,2,CAUCA,VILLA RICA,0,20693,21
2018,1,NARI�O,EL CHARCO,0,22505,23
2017,3,CUNDINAMARCA,TENA,0,9223,10
2017,3,CUNDINAMARCA,SUSA,0,12887,14
2018,2,NARI�O,SANTACRUZ,0,10796,11
2018,2,SANTANDER,ENCINO,0,2552,3
2018,2,CAUCA,LA VEGA,0,24501,25
2018,1,LA GUAJIRA,LA JAGUA DEL PILAR,0,3498,4
2017,4,ANTIOQUIA,DABEIBA,0,23176,24
2018,2,CUNDINAMARCA,ANAPOIMA,0,14519,15
2020,2,TOLIMA,VILLARRICA,25,4960,6
2018,2,CUNDINAMARCA,GACHETA,0,8425,9
2020,2,BOYACA,TUTA,300,8461,9
2017,3,MAGDALENA,TENERIFE,0,12224,12
2018,1,ANTIOQUIA,LA ESTRELLA,0,71545,72
2017,4,CORDOBA,PURISIMA,0,15142,16
2017,4,VALLE DEL CAUCA,LA UNION,0,39011,40
2020,2,SANTANDER,OIBA,63,11175,12
2018,2,CAQUETA,FLORENCIA,0,168346,169
2018,2,ANTIOQUIA,TARSO,0,6184,7
2017,4,GUAINIA,PUERTO COLOMBIA,0,4932,6
2017,3,CORDOBA,PUERTO ESCONDIDO,0,30923,31
2017,4,CUNDINAMARCA,GUAYABAL DE SIQUIMA,0,3651,5
2018,2,CESAR,CHIRIGUANA,0,27694,29
2017,4,PUTUMAYO,LEGUIZAMO,0,15396,16
2018,1,NORTE DE SANTANDER,LA PLAYA,0,7582,8
2018,2,HUILA,PALESTINA,0,11159,12
2018,2,ANTIOQUIA,VEGACHI,0,11810,12
2020,2,NORTE DE SANTANDER,CUCUTILLA,97,8475,9
2020,2,ANTIOQUIA,SAN JOSE DE LA MONTA�A,445,3765,4
2017,4,CUNDINAMARCA,LA PE�A,0,7040,7
2020,2,NARI�O,RICAURTE,87,20057,20
2018,1,CALDAS,ARANZAZU,0,10557,11
2017,4,NORTE DE SANTANDER,CUCUTA,0,662673,663
2018,1,CASANARE,RECETOR,0,1634,2
2017,3,BOLIVAR,SAN MARTIN DE LOBA,0,18079,19
2017,4,GUAVIARE,SAN JOSE DEL GUAVIARE,0,66679,67
2020,2,NARI�O,FUNES,31,7135,7
2018,2,META,GRANADA,0,68876,69
2018,1,CAUCA,POPAYAN,0,318059,319
